,trap,ERRATICUS,PIPIENS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,PIPIENSRESTUANS,wnv,Date,Latitude,Longitude,Min_Station_Distance,Closest_Station,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Min_Spray_Distance,Spray,closest_spray_all
2557,T013,0,0,1,0,0,0,0,0,2011-06-24,41.924,-87.785,9.06300042138,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.06973489297786471
2558,T017,0,0,1,0,0,0,0,0,2011-06-24,41.961000000000006,-87.777,8.369506598960001,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.0676940379436207
2559,T027,0,0,1,0,0,0,0,0,2011-06-24,41.985,-87.728,10.5778104713,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,1.1827254334052897
2560,T028,0,0,1,0,0,0,1,0,2011-06-24,41.986999999999995,-87.69,12.5238370762,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.045721240055445096
2561,T033,0,0,1,0,0,0,1,0,2011-06-24,41.907,-87.70100000000001,8.7558239145,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.7553397447005854
2562,T035,0,0,0,0,0,0,1,0,2011-06-24,41.763999999999996,-87.742,1.60381551639,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.48791200098692894
2563,T039,0,0,0,0,0,0,1,0,2011-06-24,41.912,-87.727,8.7911761884,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.7287229684103861
2564,T047,0,0,1,0,0,0,1,0,2011-06-24,41.868,-87.696,6.35482790709,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.7198010308054855
2565,T054,0,0,2,0,0,1,1,0,2011-06-24,41.922,-87.632,11.2445071398,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.377939935135807
2566,T061,0,0,0,0,0,0,1,0,2011-06-24,41.801,-87.679,3.90978777708,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.320987038678769
2567,T062,0,0,1,0,0,0,0,0,2011-06-24,41.801,-87.712,2.31075505672,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.0540974743655334
2568,T063,0,0,1,0,0,0,1,0,2011-06-24,41.826,-87.727,3.0475395170599997,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.787835771045319
2569,T065,0,0,1,0,0,0,0,0,2011-06-24,41.778,-87.75200000000001,0.552120875441,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.5647227978131815
2570,T066,0,0,1,0,0,0,0,0,2011-06-24,41.772,-87.70299999999999,2.70941941157,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.062492891081133636
2571,T069,0,0,1,0,0,0,0,0,2011-06-24,41.768,-87.679,3.9705502978300005,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.8210434004577626
2572,T073,0,0,1,0,0,0,1,0,2011-06-24,41.773,-87.601,7.851848324189999,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.0200488298579926
2573,T074,0,0,1,0,0,0,0,0,2011-06-24,41.823,-87.666,5.1227228159400005,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.957974541401836
2574,T077,0,0,1,0,0,0,0,0,2011-06-24,41.778999999999996,-87.586,8.588495143,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.823830902959741
2575,T080,0,0,1,0,0,0,1,0,2011-06-24,41.755,-87.613,7.493436130119999,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.1447609338850752
2576,T081,0,0,0,0,0,0,1,0,2011-06-24,41.821999999999996,-87.62799999999999,6.86833572735,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,3.9452311000096274
2577,T082,0,0,1,0,0,0,0,0,2011-06-24,41.803000000000004,-87.64299999999999,5.75041762845,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.8941700145755886
2578,T089,0,0,1,0,0,0,1,0,2011-06-24,41.723,-87.65,6.83301494426,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.04572552012646952
2579,T095,0,0,1,0,0,0,1,0,2011-06-24,41.70399999999999,-87.704,6.17912579176,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.389134637192586
2580,T114,0,0,1,0,0,0,1,0,2011-06-24,41.799,-87.73700000000001,1.18539239674,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.9349896039408432
2581,T115,0,0,1,0,0,0,1,0,2011-06-24,41.673,-87.6,11.071114382000001,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.886393518572813
2582,T128,0,0,1,0,0,0,1,0,2011-06-24,41.705,-87.566,11.120713435599999,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.5856047158739959
2583,T135,0,0,1,0,0,0,0,0,2011-06-24,41.662,-87.725,8.67089799476,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,4.939085299333966
2584,T138,0,0,1,0,0,0,0,0,2011-06-24,41.726000000000006,-87.585,9.57212732595,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.09251801092730132
2585,T144,0,0,1,0,0,0,1,0,2011-06-24,41.94,-87.795,8.05809788632,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.029526022860611276
2586,T145,0,0,1,0,0,0,1,0,2011-06-24,41.878,-87.63,8.942592190980001,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,3.729662224143462
2587,T151,0,0,1,0,0,0,0,0,2011-06-24,41.916000000000004,-87.801,8.71615596247,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.05889358442344134
2588,T152,0,0,1,0,0,0,0,0,2011-06-24,41.846000000000004,-87.71600000000001,4.53892972315,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.9164116402713152
2589,T155,0,0,1,0,0,0,1,0,2011-06-24,41.776,-87.779,1.5561560274700001,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,1.9598564665866531
2590,T158,0,0,1,0,0,0,0,0,2011-06-24,41.683,-87.708,7.46353448795,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,3.29976508524485
2591,T159,0,0,0,0,0,0,1,0,2011-06-24,41.733000000000004,-87.65,6.41565901265,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.02222924007655043
2592,T160,0,0,1,0,0,0,1,0,2011-06-24,41.903,-87.68799999999999,8.72420550543,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.9954748348687903
2593,T200,0,0,1,0,0,0,1,0,2011-06-24,41.678999999999995,-87.559,12.412857499300001,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,3.060644351998582
2594,T218,0,0,1,0,0,0,0,0,2011-06-24,41.948,-87.73100000000001,10.8977831699,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.019528521765132468
2595,T220,0,0,1,0,0,0,1,0,2011-06-24,41.964,-87.69200000000001,12.593985932999999,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,0.8580655040980102
2596,T221,0,0,1,0,0,0,0,0,2011-06-24,41.659,-87.539,14.075075449000002,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,4.785639290818618
2597,T224,0,0,1,0,0,0,0,0,2011-06-24,41.946999999999996,-87.671,11.8713452195,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.4362358168832101
2598,T226,0,0,1,0,0,0,1,0,2011-06-24,41.794,-87.654,5.09172232864,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,2.1801486740809057
2599,T227,0,0,1,0,0,0,0,0,2011-06-24,41.728,-87.601,8.76994638918,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.06468591017424834
2600,T230,0,0,0,0,0,0,1,0,2011-06-24,41.903999999999996,-87.756,8.146488234660001,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.01952944792932828
2601,T232,0,0,0,0,0,0,1,0,2011-06-24,41.913000000000004,-87.66799999999999,9.77825219675,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.6545980011463854
2602,T235,0,0,1,0,0,0,1,0,2011-06-24,41.776,-87.62700000000001,6.493929114,2,2,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,,0,0.8598576163418831
2603,T900,0,2,5,0,0,0,3,0,2011-06-24,41.975,-87.891,2.5656765626199998,1,1,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,,0,1.039452928190911
2604,T002,0,0,1,0,0,0,1,0,2011-06-30,41.955,-87.801,7.337331426919999,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.1802629371261451
2605,T003,0,0,1,0,0,0,1,0,2011-06-30,41.964,-87.758,9.2625688351,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.9676718196545845
2606,T008,0,0,0,0,0,0,1,0,2011-06-30,42.008,-87.77799999999999,8.02966383335,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.05404954273490426
2607,T009,0,0,0,0,0,0,1,0,2011-06-30,41.992,-87.863,3.6099846671,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,1.1793649091763512
2608,T011,0,0,0,0,0,0,2,0,2011-06-30,41.945,-87.833,6.19970925636,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.7633954582231183
2609,T012,0,0,0,0,0,0,1,0,2011-06-30,41.99100000000001,-87.74700000000001,9.58050614442,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.9897066468699725
2610,T027,0,0,1,0,0,1,1,0,2011-06-30,41.985,-87.728,10.5778104713,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,1.1827254334052897
2611,T028,0,0,1,0,0,0,0,0,2011-06-30,41.986999999999995,-87.69,12.5238370762,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.045721240055445096
2612,T031,0,0,0,0,0,1,1,0,2011-06-30,41.801,-87.76299999999999,1.1808715949500002,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.6778774840264137
2613,T033,0,0,0,0,0,0,1,0,2011-06-30,41.907,-87.70100000000001,8.7558239145,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.7553397447005854
2614,T039,0,0,1,0,0,0,0,0,2011-06-30,41.912,-87.727,8.7911761884,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.7287229684103861
2615,T046,0,0,0,0,0,0,1,0,2011-06-30,41.891000000000005,-87.654,8.83720536293,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.276280873027733
2616,T047,0,0,1,0,0,0,1,0,2011-06-30,41.868,-87.696,6.35482790709,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.7198010308054855
2617,T048,0,0,1,0,0,0,1,0,2011-06-30,41.867,-87.654,7.53941661205,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.7460847568882163
2618,T054,0,0,0,0,0,0,1,0,2011-06-30,41.922,-87.632,11.2445071398,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.377939935135807
2619,T063,0,0,1,0,0,0,1,0,2011-06-30,41.826,-87.727,3.0475395170599997,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.787835771045319
2620,T065,0,0,1,0,0,0,1,0,2011-06-30,41.778,-87.75200000000001,0.552120875441,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.5647227978131815
2621,T073,0,0,1,0,0,0,0,0,2011-06-30,41.773,-87.601,7.851848324189999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.0200488298579926
2622,T074,0,0,1,0,0,0,1,0,2011-06-30,41.823,-87.666,5.1227228159400005,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.957974541401836
2623,T079,0,0,1,0,0,1,0,0,2011-06-30,41.766000000000005,-87.56299999999999,9.86105207766,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.093496458194432
2624,T080,0,0,1,0,0,0,1,0,2011-06-30,41.755,-87.613,7.493436130119999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.1447609338850752
2625,T081,0,0,1,0,0,0,1,0,2011-06-30,41.821999999999996,-87.62799999999999,6.86833572735,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,3.9452311000096274
2626,T082,0,0,1,0,0,0,0,0,2011-06-30,41.803000000000004,-87.64299999999999,5.75041762845,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.8941700145755886
2627,T083,0,0,1,0,0,0,0,0,2011-06-30,41.754,-87.59100000000001,8.60641370505,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.7048440502221699
2628,T089,0,0,1,0,0,0,1,0,2011-06-30,41.723,-87.65,6.83301494426,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.04572552012646952
2629,T090,0,1,1,0,0,0,3,0,2011-06-30,41.868,-87.667,7.160977485539999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.0910285212083344
2630,T094,0,0,1,0,0,1,1,0,2011-06-30,41.721000000000004,-87.666,6.314798485830001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.16719317191679503
2631,T095,0,0,2,0,0,0,1,0,2011-06-30,41.70399999999999,-87.704,6.17912579176,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.389134637192586
2632,T114,0,0,2,0,0,1,2,0,2011-06-30,41.799,-87.73700000000001,1.18539239674,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.9349896039408432
2633,T115,0,0,1,1,0,0,2,0,2011-06-30,41.673,-87.6,11.071114382000001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.886393518572813
2634,T128,0,0,1,0,0,0,1,0,2011-06-30,41.705,-87.566,11.120713435599999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.5856047158739959
2635,T135,0,0,1,0,0,1,1,0,2011-06-30,41.662,-87.725,8.67089799476,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,4.939085299333966
2636,T145,0,0,0,0,0,0,1,0,2011-06-30,41.878,-87.63,8.942592190980001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,3.729662224143462
2637,T147,0,0,1,0,0,0,1,0,2011-06-30,41.931999999999995,-87.7,10.427401011699999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.029211235739921383
2638,T148,0,0,1,0,0,0,0,0,2011-06-30,42.016999999999996,-87.68799999999999,12.702749346600001,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,1.3551660610394018
2639,T151,0,0,1,0,0,0,1,0,2011-06-30,41.916000000000004,-87.801,8.71615596247,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.05889358442344134
2640,T152,0,0,1,0,0,0,1,0,2011-06-30,41.846000000000004,-87.71600000000001,4.53892972315,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.9164116402713152
2641,T155,0,0,0,0,0,1,0,0,2011-06-30,41.776,-87.779,1.5561560274700001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.9598564665866531
2642,T158,0,0,1,0,0,0,0,0,2011-06-30,41.683,-87.708,7.46353448795,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,3.29976508524485
2643,T159,0,0,1,0,0,0,1,0,2011-06-30,41.733000000000004,-87.65,6.41565901265,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.02222924007655043
2644,T160,0,0,1,0,0,1,0,0,2011-06-30,41.903,-87.68799999999999,8.72420550543,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.9954748348687903
2645,T200,0,0,1,0,0,0,0,0,2011-06-30,41.678999999999995,-87.559,12.412857499300001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,3.060644351998582
2646,T218,0,0,1,0,0,0,0,0,2011-06-30,41.948,-87.73100000000001,10.8977831699,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,0.019528521765132468
2647,T221,0,0,1,0,0,0,0,0,2011-06-30,41.659,-87.539,14.075075449000002,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,4.785639290818618
2648,T222,0,0,0,0,0,1,0,0,2011-06-30,41.925,-87.74600000000001,9.598217407469999,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.8093091410554272
2649,T224,0,0,1,0,0,0,1,0,2011-06-30,41.946999999999996,-87.671,11.8713452195,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.4362358168832101
2650,T225,0,0,1,0,0,0,0,0,2011-06-30,41.743,-87.73100000000001,3.15979247731,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,1.376042888120292
2651,T226,0,0,1,0,0,0,1,0,2011-06-30,41.794,-87.654,5.09172232864,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,2.1801486740809057
2652,T227,0,0,1,0,0,0,1,0,2011-06-30,41.728,-87.601,8.76994638918,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.06468591017424834
2653,T230,0,0,1,0,0,0,0,0,2011-06-30,41.903999999999996,-87.756,8.146488234660001,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.01952944792932828
2654,T232,0,0,1,0,0,0,0,0,2011-06-30,41.913000000000004,-87.66799999999999,9.77825219675,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.6545980011463854
2655,T235,0,0,1,0,0,1,0,0,2011-06-30,41.776,-87.62700000000001,6.493929114,2,2,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,,0,0.8598576163418831
2656,T900,0,0,10,0,0,0,14,0,2011-06-30,41.975,-87.891,2.5656765626199998,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,1.039452928190911
2657,T903,0,1,1,0,0,0,1,0,2011-06-30,41.958,-87.931,2.55572222126,1,1,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,,0,3.2549794710180655
2658,T002,0,1,1,0,0,0,1,0,2011-07-11,41.955,-87.801,7.337331426919999,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,0.1802629371261451
2659,T003,0,1,1,0,0,0,1,0,2011-07-11,41.964,-87.758,9.2625688351,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,0.9676718196545845
2660,T008,0,0,1,0,0,0,1,0,2011-07-11,42.008,-87.77799999999999,8.02966383335,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,0.05404954273490426
2661,T009,0,0,1,0,0,0,1,0,2011-07-11,41.992,-87.863,3.6099846671,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,1.1793649091763512
2662,T011,0,0,2,0,0,0,1,0,2011-07-11,41.945,-87.833,6.19970925636,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,0.7633954582231183
2663,T018,0,0,0,0,0,0,1,0,2011-07-11,42.01,-87.662,13.989179614700001,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,1.005732628005874
2664,T027,0,0,1,0,0,1,1,0,2011-07-11,41.985,-87.728,10.5778104713,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,1.1827254334052897
2665,T028,0,0,1,0,0,0,0,0,2011-07-11,41.986999999999995,-87.69,12.5238370762,1,1,88,71,80.0,71,74.0,HZ,0.0,0.39,29.12,29.82,5.5,25,8.5,,0,0.045721240055445096
2666,T030,0,0,1,0,0,0,1,0,2011-07-11,41.898999999999994,-87.71700000000001,8.00523231883,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.2589106378975566
2667,T031,0,0,1,0,0,1,1,0,2011-07-11,41.801,-87.76299999999999,1.1808715949500002,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,1.6778774840264137
2668,T033,0,0,1,0,0,0,1,0,2011-07-11,41.907,-87.70100000000001,8.7558239145,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.7553397447005854
2669,T035,0,0,1,0,0,0,0,0,2011-07-11,41.763999999999996,-87.742,1.60381551639,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.48791200098692894
2670,T039,0,0,0,0,0,0,1,0,2011-07-11,41.912,-87.727,8.7911761884,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.7287229684103861
2671,T046,0,0,0,0,0,0,1,0,2011-07-11,41.891000000000005,-87.654,8.83720536293,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,2.276280873027733
2672,T047,0,0,1,0,0,0,2,0,2011-07-11,41.868,-87.696,6.35482790709,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.7198010308054855
2673,T048,0,1,1,0,0,1,1,0,2011-07-11,41.867,-87.654,7.53941661205,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,2.7460847568882163
2674,T049,0,0,1,0,0,0,0,0,2011-07-11,41.896,-87.655,9.09369521734,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,1.9653535412815655
2675,T054,0,0,1,0,0,0,1,0,2011-07-11,41.922,-87.632,11.2445071398,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,2.377939935135807
2676,T061,0,0,1,0,0,0,1,0,2011-07-11,41.801,-87.679,3.90978777708,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,1.320987038678769
2677,T063,0,0,1,0,0,0,1,0,2011-07-11,41.826,-87.727,3.0475395170599997,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,2.787835771045319
2678,T065,0,0,1,0,0,0,1,0,2011-07-11,41.778,-87.75200000000001,0.552120875441,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.5647227978131815
2679,T073,0,0,1,0,0,0,0,0,2011-07-11,41.773,-87.601,7.851848324189999,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,1.0200488298579926
2680,T074,0,0,1,0,0,0,0,0,2011-07-11,41.823,-87.666,5.1227228159400005,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,2.957974541401836
2681,T080,0,0,0,0,0,1,1,0,2011-07-11,41.755,-87.613,7.493436130119999,2,2,90,70,80.0,70,74.0,TSRA BR,0.0,0.13,29.18,29.81,5.3,24,8.0,,0,0.1447609338850752
