,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Lat,Long
1382,1,2010-09-17,74,49,62.0,50,56.0, ,0.0,0.0,29.36,30.07,3.8,19,4.5,41.995,-87.933
1383,2,2010-09-17,74,51,63.0,49,56.0, ,0.0,0.0,29.42,30.06,3.9,19,4.8,41.786,-87.752
1384,1,2010-09-18,65,58,62.0,55,58.0,TSRA BR,0.0,0.35,29.42,30.13,3.9,3,6.5,41.995,-87.933
1385,2,2010-09-18,66,60,63.0,55,58.0,TSRA RA,0.0,0.22,29.49,30.12,2.0,3,7.3,41.786,-87.752
1386,1,2010-09-19,67,55,61.0,49,55.0,RA,0.0,0.01,29.46,30.18,7.1,4,7.9,41.995,-87.933
1387,2,2010-09-19,68,56,62.0,48,55.0,RA,0.0,0.01,29.51,30.17,7.4,4,8.4,41.786,-87.752
1388,1,2010-09-20,75,62,69.0,60,63.0, ,0.0,0.01,29.29,30.04,4.5,12,6.6,41.995,-87.933
1389,2,2010-09-20,77,63,70.0,60,64.0, ,0.0,0.01,29.35,30.02,5.4,12,7.0,41.786,-87.752
1390,1,2010-09-21,88,68,78.0,64,68.0,TSRA RA,0.0,0.05,29.16,29.87,10.8,22,11.6,41.995,-87.933
1391,2,2010-09-21,89,67,78.0,62,67.0,TSRA RA,0.0,0.03,29.23,29.86,9.2,22,10.3,41.786,-87.752
1392,1,2010-09-22,74,63,69.0,61,63.0, ,0.0,0.0,29.31,30.02,2.8,6,6.0,41.995,-87.933
1393,2,2010-09-22,75,64,70.0,61,63.0,BR,0.0,0.0,29.38,30.01,1.8,8,5.2,41.786,-87.752
1394,1,2010-09-23,89,65,77.0,62,68.0, ,0.0,0.0,29.15,29.88,16.6,20,17.1,41.995,-87.933
1395,2,2010-09-23,90,66,78.0,61,68.0,BR,0.0,0.0,29.21,29.87,14.5,21,14.9,41.786,-87.752
1396,1,2010-09-24,80,56,68.0,54,59.0,RA BR,0.0,0.26,29.18,29.88,15.6,25,17.3,41.995,-87.933
1397,2,2010-09-24,79,57,68.0,53,59.0,RA BR,0.0,0.2,29.24,29.87,14.8,25,16.6,41.786,-87.752
1398,1,2010-09-25,60,52,56.0,43,49.0, ,0.0,0.0,29.4,30.11,6.8,36,8.9,41.995,-87.933
1399,2,2010-09-25,60,52,56.0,43,49.0,RA,0.0,0.01,29.45,30.1,7.4,36,9.5,41.786,-87.752
1400,1,2010-09-26,60,50,55.0,45,49.0,RA,0.0,0.01,29.4,30.13,9.5,2,10.1,41.995,-87.933
1401,2,2010-09-26,60,52,56.0,44,50.0,RA,0.0,0.05,29.45,30.12,11.2,2,11.8,41.786,-87.752
1402,1,2010-09-27,65,48,57.0,45,50.0, ,0.0,0.0,29.18,29.95,1.4,2,4.9,41.995,-87.933
1403,2,2010-09-27,63,49,56.0,46,50.0,RA HZ,0.0,0.01,29.24,29.95,0.6,7,2.7,41.786,-87.752
1404,1,2010-09-28,71,46,59.0,45,52.0, ,0.0,0.0,29.07,29.8,2.5,2,3.7,41.995,-87.933
1405,2,2010-09-28,70,46,58.0,44,51.0, ,0.0,0.0,29.13,29.79,2.1,6,3.7,41.786,-87.752
1406,1,2010-09-29,75,52,64.0,48,55.0, ,0.0,0.0,29.09,29.81,5.4,22,5.7,41.995,-87.933
1407,2,2010-09-29,76,50,63.0,45,54.0, ,0.0,0.0,29.15,29.81,5.1,21,5.5,41.786,-87.752
1408,1,2010-09-30,74,52,63.0,49,55.0, ,0.0,0.0,29.23,29.93,8.3,36,9.3,41.995,-87.933
1409,2,2010-09-30,75,53,64.0,49,55.0, ,0.0,0.0,29.29,29.91,8.3,1,10.1,41.786,-87.752
1410,1,2010-10-01,73,48,61.0,44,52.0,RA BR,0.0,0.08,29.31,30.04,4.2,29,6.2,41.995,-87.933
1411,2,2010-10-01,74,49,62.0,43,52.0,RA,0.0,0.02,29.38,30.04,3.9,28,5.6,41.786,-87.752
1412,1,2010-10-02,57,45,51.0,41,46.0,RA,0.0,0.26,29.47,30.18,15.2,36,15.4,41.995,-87.933
1413,2,2010-10-02,55,46,51.0,42,47.0,RA DZ,0.0,0.25,29.52,30.16,17.5,36,17.8,41.786,-87.752
1414,1,2010-10-03,56,42,49.0,39,44.0,RA,0.0,0.08,29.64,30.36,10.3,1,11.3,41.995,-87.933
1415,2,2010-10-03,57,43,50.0,38,44.0,RA,0.0,0.01,29.68,30.35,9.7,36,11.0,41.786,-87.752
1416,1,2010-10-04,60,38,49.0,39,45.0, ,0.0,0.0,29.65,30.38,2.4,2,3.6,41.995,-87.933
1417,2,2010-10-04,59,41,50.0,39,45.0, ,0.0,0.0,29.7,30.38,2.0,3,4.4,41.786,-87.752
1418,1,2010-10-05,68,39,54.0,38,46.0, ,0.0,0.0,29.59,30.33,1.3,32,3.5,41.995,-87.933
1419,2,2010-10-05,66,40,53.0,37,46.0, ,0.0,0.0,29.65,30.34,0.7,36,2.7,41.786,-87.752
1420,1,2010-10-06,78,46,62.0,44,53.0, ,0.0,0.0,29.33,30.07,7.0,28,7.9,41.995,-87.933
1421,2,2010-10-06,78,45,62.0,43,52.0, ,0.0,0.0,29.39,30.08,6.7,27,7.3,41.786,-87.752
1422,1,2010-10-07,76,49,63.0,39,50.0, ,0.0,0.0,29.36,30.08,5.8,30,6.2,41.995,-87.933
1423,2,2010-10-07,76,49,63.0,40,51.0, ,0.0,0.0,29.42,30.08,2.9,31,4.5,41.786,-87.752
1424,1,2010-10-08,79,48,64.0,40,52.0, ,0.0,0.0,29.31,30.03,7.0,24,7.3,41.995,-87.933
1425,2,2010-10-08,79,49,64.0,37,51.0, ,0.0,0.0,29.37,30.03,7.0,24,7.1,41.786,-87.752
1426,1,2010-10-09,86,55,71.0,52,59.0, ,0.0,0.0,29.25,29.98,2.5,24,3.6,41.995,-87.933
1427,2,2010-10-09,87,56,72.0,49,59.0, ,0.0,0.0,29.31,29.97,3.9,24,4.2,41.786,-87.752
1428,1,2010-10-10,84,57,71.0,50,59.0, ,0.0,0.0,29.16,29.89,4.0,25,4.1,41.995,-87.933
1429,2,2010-10-10,84,59,72.0,50,59.0, ,0.0,0.0,29.23,29.88,3.7,25,3.9,41.786,-87.752
1430,1,2010-10-11,82,54,68.0,52,58.0, ,0.0,0.0,29.12,29.83,2.2,3,4.0,41.995,-87.933
1431,2,2010-10-11,81,57,69.0,53,59.0, ,0.0,0.0,29.18,29.82,1.5,34,4.3,41.786,-87.752
1432,1,2010-10-12,76,52,64.0,54,58.0, ,0.0,0.0,29.21,29.92,3.3,6,3.9,41.995,-87.933
1433,2,2010-10-12,76,54,65.0,54,59.0, ,0.0,0.0,29.26,29.91,3.1,6,5.0,41.786,-87.752
1434,1,2010-10-13,66,47,57.0,46,52.0,TSRA RA,0.0,0.1,29.35,30.06,7.2,35,8.6,41.995,-87.933
1435,2,2010-10-13,63,48,56.0,48,53.0,TSRA,0.0,0.26,29.4,30.05,7.3,36,8.3,41.786,-87.752
1436,1,2010-10-14,66,43,55.0,32,45.0, ,0.0,0.0,29.21,29.96,7.2,27,9.2,41.995,-87.933
1437,2,2010-10-14,66,43,55.0,32,45.0, ,0.0,0.0,29.28,29.96,6.5,27,8.0,41.786,-87.752
1438,1,2010-10-15,63,44,54.0,41,47.0, ,0.0,0.0,29.34,30.06,6.4,1,8.1,41.995,-87.933
1439,2,2010-10-15,62,47,55.0,41,47.0, ,0.0,0.0,29.4,30.05,6.6,36,9.2,41.786,-87.752
1440,1,2010-10-16,71,40,56.0,39,48.0,BR,0.0,0.0,29.31,30.04,8.0,23,9.1,41.995,-87.933
1441,2,2010-10-16,71,44,58.0,39,48.0, ,0.0,0.0,29.38,30.04,6.4,22,7.1,41.786,-87.752
1442,1,2010-10-17,65,47,56.0,36,46.0, ,0.0,0.0,29.35,30.08,3.7,1,5.4,41.995,-87.933
1443,2,2010-10-17,64,48,56.0,38,47.0, ,0.0,0.0,29.41,30.08,3.6,3,5.3,41.786,-87.752
1444,1,2010-10-18,61,43,52.0,40,47.0, ,0.0,0.0,29.29,30.02,5.0,4,6.2,41.995,-87.933
1445,2,2010-10-18,60,45,53.0,41,47.0, ,0.0,0.0,29.35,30.02,4.1,5,5.6,41.786,-87.752
1446,1,2010-10-19,60,39,50.0,35,43.0, ,0.0,0.0,29.23,29.98,6.1,27,7.2,41.995,-87.933
1447,2,2010-10-19,61,40,51.0,35,44.0, ,0.0,0.0,29.29,29.98,5.3,28,6.4,41.786,-87.752
1448,1,2010-10-20,70,44,57.0,35,46.0, ,0.0,0.01,29.03,29.76,10.2,26,12.1,41.995,-87.933
1449,2,2010-10-20,70,46,58.0,35,46.0, ,0.0,0.01,29.09,29.77,9.9,26,12.2,41.786,-87.752
1450,1,2010-10-21,56,38,47.0,30,40.0, ,0.0,0.0,29.25,29.96,9.4,30,10.0,41.995,-87.933
1451,2,2010-10-21,56,41,49.0,29,40.0, ,0.0,0.0,29.31,29.96,8.5,30,8.8,41.786,-87.752
1452,1,2010-10-22,64,33,49.0,31,42.0, ,0.0,0.02,29.34,30.07,5.8,21,6.5,41.995,-87.933
1453,2,2010-10-22,65,37,51.0,29,42.0, ,0.0,0.01,29.41,30.08,4.9,21,5.1,41.786,-87.752
1454,1,2010-10-23,65,54,60.0,47,53.0,RA BR,0.0,0.1,29.2,29.94,10.0,21,11.4,41.995,-87.933
1455,2,2010-10-23,67,54,61.0,43,52.0,TSRA RA BR,0.0,0.21,29.26,29.95,9.8,20,10.3,41.786,-87.752
1456,1,2010-10-24,72,54,63.0,53,57.0,RA BR,0.0,0.05,28.98,29.74,8.4,21,9.6,41.995,-87.933
1457,2,2010-10-24,73,57,65.0,51,57.0,TSRA,0.0,1.01,29.05,29.74,7.7,20,8.5,41.786,-87.752
1458,1,2010-10-25,72,56,64.0,56,60.0,BR,0.0,0.0,28.74,29.5,11.6,19,12.4,41.995,-87.933
1459,2,2010-10-25,72,57,65.0,56,60.0,BR,0.0,0.01,28.8,29.5,10.1,19,10.7,41.786,-87.752
1460,1,2010-10-26,70,54,62.0,47,53.0,RA BR,0.0,0.24,28.55,29.25,24.1,21,26.3,41.995,-87.933
1461,2,2010-10-26,71,54,63.0,47,54.0,RA BR,0.0,0.4,28.63,29.23,19.2,21,21.4,41.786,-87.752
1462,1,2010-10-27,65,43,54.0,32,44.0, ,0.0,0.0,28.92,29.59,21.8,24,23.2,41.995,-87.933
1463,2,2010-10-27,65,43,54.0,31,45.0, ,0.0,0.0,29.0,29.6,20.8,25,22.1,41.786,-87.752
1464,1,2010-10-28,46,39,43.0,31,38.0, ,0.0,0.01,29.43,30.1,13.7,28,14.1,41.995,-87.933
1465,2,2010-10-28,46,39,43.0,30,38.0, ,0.0,0.0,29.49,30.12,14.9,28,15.2,41.786,-87.752
1466,1,2010-10-29,50,31,41.0,27,36.0, ,0.0,0.0,29.48,30.24,6.2,24,8.9,41.995,-87.933
1467,2,2010-10-29,50,33,42.0,26,36.0, ,0.0,0.0,29.55,30.25,5.3,24,7.0,41.786,-87.752
1468,1,2010-10-30,63,42,53.0,32,42.0, ,0.0,0.0,29.14,29.88,6.5,25,13.3,41.995,-87.933
1469,2,2010-10-30,63,41,52.0,32,42.0, ,0.0,0.0,29.21,29.9,6.1,24,13.3,41.786,-87.752
1470,1,2010-10-31,52,36,44.0,30,38.0, ,0.0,0.0,29.49,30.2,5.8,1,6.9,41.995,-87.933
1471,2,2010-10-31,52,39,46.0,31,40.0, ,0.0,0.0,29.55,30.2,9.0,3,9.9,41.786,-87.752
1472,1,2011-05-01,63,47,55.0,37,47.0, ,0.0,0.0,29.26,29.95,11.4,26,11.9,41.995,-87.933
1473,2,2011-05-01,64,52,58.0,37,48.0, ,0.0,0.0,29.32,29.94,11.2,26,11.6,41.786,-87.752
1474,1,2011-05-02,59,42,51.0,31,42.0, ,0.0,0.0,29.46,30.17,5.3,36,9.9,41.995,-87.933
1475,2,2011-05-02,60,43,52.0,31,42.0, ,0.0,0.0,29.52,30.16,4.6,36,9.9,41.786,-87.752
1476,1,2011-05-03,50,37,44.0,31,38.0,RA,0.0,0.01,29.5,30.23,6.7,3,7.6,41.995,-87.933
1477,2,2011-05-03,51,38,45.0,30,38.0,DZ,0.0,0.01,29.56,30.23,8.2,2,8.7,41.786,-87.752
1478,1,2011-05-04,59,37,48.0,29,40.0, ,0.0,0.0,29.63,30.37,4.6,3,7.6,41.995,-87.933
1479,2,2011-05-04,57,37,47.0,29,40.0, ,0.0,0.0,29.7,30.37,4.9,3,7.3,41.786,-87.752
1480,1,2011-05-05,63,35,49.0,40,46.0,RA BR,0.0,0.06,29.33,30.12,10.9,20,11.5,41.995,-87.933
1481,2,2011-05-05,62,41,52.0,39,46.0,RA,0.0,0.1,29.4,30.13,10.4,19,10.9,41.786,-87.752
1482,1,2011-05-06,68,44,56.0,39,48.0,RA,0.0,0.01,29.11,29.87,6.8,28,7.8,41.995,-87.933
1483,2,2011-05-06,69,45,57.0,39,49.0,BR,0.0,0.0,29.18,29.87,7.9,27,9.3,41.786,-87.752
1484,1,2011-05-07,60,43,52.0,44,48.0, ,0.0,0.01,29.13,29.85,5.1,5,6.9,41.995,-87.933
1485,2,2011-05-07,60,46,53.0,46,50.0, ,0.0,0.01,29.18,29.84,5.3,5,7.9,41.786,-87.752
1486,1,2011-05-08,68,39,54.0,43,49.0, ,0.0,0.0,29.27,29.98,6.6,6,7.2,41.995,-87.933
1487,2,2011-05-08,68,44,56.0,44,50.0, ,0.0,0.0,29.33,29.97,6.9,6,7.8,41.786,-87.752
1488,1,2011-05-09,73,47,60.0,45,53.0,RA,0.0,0.01,29.15,29.89,14.3,11,14.7,41.995,-87.933
1489,2,2011-05-09,74,51,63.0,46,55.0, ,0.0,0.01,29.21,29.89,15.3,12,15.6,41.786,-87.752
1490,1,2011-05-10,90,62,76.0,61,66.0, ,0.0,0.0,29.0,29.72,6.2,14,8.6,41.995,-87.933
1491,2,2011-05-10,91,64,78.0,60,66.0,HZ,0.0,0.0,29.06,29.71,7.3,17,8.6,41.786,-87.752
1492,1,2011-05-11,87,63,75.0,66,68.0,TS TSRA BR HZ,0.0,0.13,29.1,29.8,3.5,14,6.6,41.995,-87.933
1493,2,2011-05-11,88,67,78.0,65,69.0,BR HZ,0.0,0.28,29.16,29.78,4.4,14,6.4,41.786,-87.752
1494,1,2011-05-12,86,58,72.0,63,66.0,TS TSRA BR,0.0,0.29,29.08,29.79,5.6,19,8.1,41.995,-87.933
1495,2,2011-05-12,87,63,75.0,61,66.0,TS BR HZ,0.0,0.02,29.13,29.78,4.3,19,7.4,41.786,-87.752
1496,1,2011-05-13,77,47,62.0,54,56.0,RA BR,0.0,0.02,29.0,29.73,10.1,3,11.0,41.995,-87.933
1497,2,2011-05-13,77,47,62.0,54,57.0, ,0.0,0.01,29.07,29.71,10.5,1,11.5,41.786,-87.752
1498,1,2011-05-14,53,45,49.0,47,48.0,RA BR,0.0,0.31,29.01,29.73,16.7,2,16.9,41.995,-87.933
1499,2,2011-05-14,51,46,49.0,46,47.0,RA DZ BR,0.0,0.43,29.05,29.72,17.0,1,17.2,41.786,-87.752
1500,1,2011-05-15,46,41,44.0,36,41.0,RA BR,0.0,0.31,29.15,29.86,21.4,2,21.4,41.995,-87.933
1501,2,2011-05-15,48,42,45.0,38,42.0,RA BR,0.0,0.37,29.19,29.84,18.8,1,18.9,41.786,-87.752
1502,1,2011-05-16,52,37,45.0,30,40.0, ,0.0,0.0,29.28,30.01,13.5,2,13.9,41.995,-87.933
1503,2,2011-05-16,53,40,47.0,31,40.0, ,0.0,0.0,29.34,30.01,13.9,1,14.1,41.786,-87.752
1504,1,2011-05-17,60,40,50.0,33,43.0, ,0.0,0.0,29.21,29.96,12.2,3,12.7,41.995,-87.933
1505,2,2011-05-17,60,40,50.0,35,44.0, ,0.0,0.0,29.27,29.95,13.1,2,13.6,41.786,-87.752
1506,1,2011-05-18,57,49,53.0,48,49.0,RA DZ BR,0.0,0.07,29.16,29.89,6.2,2,7.1,41.995,-87.933
1507,2,2011-05-18,61,50,56.0,49,51.0,RA BR HZ,0.0,0.03,29.21,29.88,6.6,1,7.0,41.786,-87.752
1508,1,2011-05-19,72,49,61.0,53,56.0,BR HZ,0.0,0.0,29.29,30.0,3.6,2,5.8,41.995,-87.933
1509,2,2011-05-19,73,50,62.0,53,55.0,BR HZ VCFG,0.0,0.0,29.36,30.0,3.0,2,5.0,41.786,-87.752
1510,1,2011-05-20,73,50,62.0,54,57.0,BR,0.0,0.0,29.3,30.03,5.5,6,6.0,41.995,-87.933
1511,2,2011-05-20,72,50,61.0,53,56.0,BR,0.0,0.0,29.36,30.03,5.4,7,6.2,41.786,-87.752
1512,1,2011-05-21,75,50,63.0,59,62.0,BR,0.0,0.01,29.13,29.87,7.0,15,8.1,41.995,-87.933
1513,2,2011-05-21,76,51,64.0,59,62.0,HZ,0.0,0.01,29.2,29.87,8.1,15,9.0,41.786,-87.752
1514,1,2011-05-22,87,61,74.0,60,64.0,TSRA RA BR,0.01,0.58,28.95,29.7,10.3,19,11.4,41.995,-87.933
1515,2,2011-05-22,88,65,77.0,59,65.0,TSRA,0.0,0.12,29.02,29.69,11.2,18,11.6,41.786,-87.752
1516,1,2011-05-23,79,60,70.0,59,64.0, ,0.0,0.01,28.92,29.62,10.0,25,11.3,41.995,-87.933
1517,2,2011-05-23,80,65,73.0,59,64.0, ,0.0,0.01,28.98,29.61,11.3,24,12.5,41.786,-87.752
1518,1,2011-05-24,66,47,57.0,47,51.0, ,0.0,0.11,29.15,29.86,12.0,4,12.4,41.995,-87.933
1519,2,2011-05-24,69,48,59.0,47,53.0, ,0.0,0.01,29.21,29.84,11.1,3,11.5,41.786,-87.752
1520,1,2011-05-25,67,47,57.0,52,53.0,TSRA RA BR,0.0,2.24,28.92,29.67,10.7,3,11.7,41.995,-87.933
1521,2,2011-05-25,75,49,62.0,53,55.0,TSRA RA BR,0.0,1.9,28.97,29.65,7.8,3,10.1,41.786,-87.752
1522,1,2011-05-26,49,43,46.0,40,43.0,RA BR,0.0,1.06,29.15,29.84,17.7,2,17.8,41.995,-87.933
1523,2,2011-05-26,50,43,47.0,40,43.0,RA BR,0.0,0.61,29.19,29.83,18.8,1,18.9,41.786,-87.752
1524,1,2011-05-27,58,40,49.0,41,46.0,RA,0.0,0.01,29.21,29.93,7.3,5,8.7,41.995,-87.933
1525,2,2011-05-27,58,42,50.0,41,46.0,RA,0.0,0.01,29.27,29.94,6.6,4,8.0,41.786,-87.752
1526,1,2011-05-28,62,51,57.0,55,55.0,RA BR,0.0,0.12,29.1,29.83,6.0,18,6.7,41.995,-87.933
1527,2,2011-05-28,64,52,58.0,55,57.0,TSRA RA DZ BR HZ,0.0,0.23,29.16,29.83,4.4,18,5.8,41.786,-87.752
1528,1,2011-05-29,70,52,61.0,59,60.0,TS RA FG+ FG BR,0.0,1.88,29.16,29.86,3.6,11,5.7,41.995,-87.933
1529,2,2011-05-29,72,57,65.0,60,61.0,TSRA RA FG+ BR,0.0,0.92,29.23,29.86,3.6,11,6.6,41.786,-87.752
1530,1,2011-05-30,88,56,72.0,65,69.0, ,0.0,0.0,29.26,29.97,12.4,20,12.8,41.995,-87.933
1531,2,2011-05-30,90,65,78.0,65,70.0, ,0.0,0.0,29.33,29.96,11.2,19,11.6,41.786,-87.752
1532,1,2011-05-31,85,69,77.0,64,68.0,TS,0.0,0.08,29.34,30.04,12.4,22,13.2,41.995,-87.933
1533,2,2011-05-31,88,69,79.0,65,70.0,RA,0.0,0.01,29.41,30.02,12.4,22,13.2,41.786,-87.752
1534,1,2011-06-01,81,59,70.0,49,59.0, ,0.0,0.0,29.44,30.17,10.7,27,10.5,41.995,-87.933
1535,2,2011-06-01,82,63,73.0,49,59.0, ,0.0,0.0,29.51,30.15,11.5,26,11.5,41.786,-87.752
1536,1,2011-06-02,69,56,63.0,44,53.0,RA,0.0,0.02,29.45,30.19,9.0,6,9.4,41.995,-87.933
1537,2,2011-06-02,69,57,63.0,45,53.0,RA,0.0,0.01,29.51,30.18,8.9,6,9.6,41.786,-87.752
1538,1,2011-06-03,87,55,71.0,62,67.0, ,0.0,0.01,29.31,30.04,10.8,17,11.5,41.995,-87.933
1539,2,2011-06-03,88,57,73.0,61,67.0,RA,0.0,0.18,29.37,30.03,10.0,16,10.6,41.786,-87.752
1540,1,2011-06-04,92,64,78.0,64,68.0,TSRA,0.0,0.18,29.31,30.02,1.4,26,8.5,41.995,-87.933
1541,2,2011-06-04,91,67,79.0,64,69.0, ,0.0,0.5,29.38,30.0,3.0,26,8.1,41.786,-87.752
1542,1,2011-06-05,85,60,73.0,55,62.0, ,0.0,0.01,29.36,30.08,3.1,7,5.4,41.995,-87.933
1543,2,2011-06-05,84,63,74.0,55,62.0, ,0.0,0.01,29.41,30.06,2.7,8,5.0,41.786,-87.752
1544,1,2011-06-06,93,60,77.0,64,69.0, ,0.0,0.0,29.15,29.89,8.5,20,9.7,41.995,-87.933
1545,2,2011-06-06,94,62,78.0,63,69.0, ,0.0,0.0,29.22,29.88,7.8,20,8.6,41.786,-87.752
1546,1,2011-06-07,96,75,86.0,65,72.0, ,0.0,0.0,29.11,29.82,10.3,23,10.6,41.995,-87.933
1547,2,2011-06-07,96,77,87.0,64,72.0, ,0.0,0.0,29.18,29.8,9.7,23,10.1,41.786,-87.752
1548,1,2011-06-08,95,66,81.0,64,71.0,TSRA,0.0,0.17,29.13,29.81,11.6,24,13.4,41.995,-87.933
1549,2,2011-06-08,96,67,82.0,63,71.0,TSRA BR,0.0,0.69,29.2,29.8,9.3,23,12.1,41.786,-87.752
1550,1,2011-06-09,69,50,60.0,52,55.0,TSRA RA BR,0.01,0.93,29.28,30.0,8.0,4,12.5,41.995,-87.933
1551,2,2011-06-09,69,52,61.0,54,56.0,TSRA BR,0.0,2.17,29.34,29.98,7.0,4,12.0,41.786,-87.752
1552,1,2011-06-10,69,51,60.0,56,57.0,RA BR HZ,0.0,0.52,29.21,29.94,6.4,3,8.0,41.995,-87.933
1553,2,2011-06-10,71,51,61.0,56,58.0,TS TSRA BR HZ,0.0,0.44,29.26,29.92,6.1,1,7.5,41.786,-87.752
1554,1,2011-06-11,62,52,57.0,54,55.0,RA DZ FG+ FG BR,0.0,0.03,29.24,29.95,4.7,5,5.7,41.995,-87.933
1555,2,2011-06-11,65,53,59.0,54,56.0,TSRA RA DZ BR,0.0,0.1,29.29,29.94,5.4,2,5.8,41.786,-87.752
1556,1,2011-06-12,64,50,57.0,45,52.0,BR,0.0,0.0,29.38,30.1,8.3,3,8.9,41.995,-87.933
1557,2,2011-06-12,64,51,58.0,45,52.0, ,0.0,0.0,29.44,30.09,9.4,2,9.9,41.786,-87.752
1558,1,2011-06-13,72,54,63.0,43,53.0, ,0.0,0.0,29.39,30.11,7.5,6,7.8,41.995,-87.933
1559,2,2011-06-13,71,56,64.0,43,53.0, ,0.0,0.0,29.44,30.11,8.0,6,8.7,41.786,-87.752
1560,1,2011-06-14,77,53,65.0,49,56.0, ,0.0,0.0,29.25,30.01,7.8,9,8.6,41.995,-87.933
1561,2,2011-06-14,77,58,68.0,49,57.0, ,0.0,0.0,29.31,30.0,7.8,9,8.3,41.786,-87.752
1562,1,2011-06-15,71,57,64.0,59,61.0,TSRA RA BR,0.0,0.8,29.0,29.73,9.2,15,11.2,41.995,-87.933
1563,2,2011-06-15,72,57,65.0,59,62.0,TSRA RA BR,0.0,0.84,29.07,29.73,8.4,16,11.2,41.786,-87.752
1564,1,2011-06-16,81,61,71.0,59,63.0,RA BR,0.0,0.04,29.05,29.76,5.5,29,7.5,41.995,-87.933
1565,2,2011-06-16,81,62,72.0,59,63.0,RA BR,0.0,0.03,29.12,29.75,6.6,26,9.1,41.786,-87.752
1566,1,2011-06-17,82,60,71.0,60,64.0, ,0.0,0.0,29.13,29.83,5.8,6,6.6,41.995,-87.933
1567,2,2011-06-17,82,64,73.0,60,65.0, ,0.0,0.0,29.18,29.81,5.3,7,6.2,41.786,-87.752
1568,1,2011-06-18,84,61,73.0,62,65.0, ,0.0,0.0,29.1,29.82,4.6,6,6.4,41.995,-87.933
1569,2,2011-06-18,83,63,73.0,62,66.0, ,0.0,0.0,29.16,29.8,4.5,8,6.4,41.786,-87.752
1570,1,2011-06-19,81,63,72.0,65,68.0, ,0.0,0.0,29.03,29.75,4.1,11,5.2,41.995,-87.933
1571,2,2011-06-19,83,65,74.0,65,69.0,BR,0.0,0.0,29.08,29.73,3.7,14,4.9,41.786,-87.752
1572,1,2011-06-20,79,65,72.0,67,69.0,TSRA RA BR,0.0,0.18,29.01,29.72,6.2,16,8.1,41.995,-87.933
1573,2,2011-06-20,80,69,75.0,67,69.0,TSRA BR,0.0,1.23,29.07,29.7,8.0,16,9.5,41.786,-87.752
1574,1,2011-06-21,89,66,78.0,70,72.0,RA BR SQ,0.0,0.45,28.92,29.64,11.5,18,12.1,41.995,-87.933
1575,2,2011-06-21,89,69,79.0,70,73.0,TSRA RA BR,0.0,0.08,28.98,29.63,11.0,18,11.8,41.786,-87.752
1576,1,2011-06-22,73,64,69.0,63,65.0,RA,0.0,0.02,28.89,29.59,12.6,21,13.4,41.995,-87.933
1577,2,2011-06-22,75,66,71.0,62,65.0, ,0.0,0.02,28.95,29.59,12.9,21,13.4,41.786,-87.752
1578,1,2011-06-23,71,62,67.0,59,62.0,RA BR,0.0,0.01,28.9,29.6,11.4,26,12.7,41.995,-87.933
1579,2,2011-06-23,72,63,68.0,60,63.0,RA BR,0.0,0.05,28.96,29.6,12.6,26,13.5,41.786,-87.752
1580,1,2011-06-24,68,60,64.0,56,59.0, ,0.0,0.0,29.08,29.76,9.4,29,9.6,41.995,-87.933
1581,2,2011-06-24,68,60,64.0,55,59.0, ,0.0,0.0,29.13,29.76,8.5,29,8.7,41.786,-87.752
1582,1,2011-06-25,79,58,69.0,53,60.0, ,0.0,0.0,29.21,29.92,2.5,10,4.6,41.995,-87.933
1583,2,2011-06-25,78,61,70.0,52,60.0,RA,0.0,0.01,29.28,29.91,3.9,9,5.8,41.786,-87.752
1584,1,2011-06-26,81,57,69.0,53,60.0, ,0.0,0.0,29.23,29.94,5.8,9,6.9,41.995,-87.933
1585,2,2011-06-26,80,64,72.0,53,61.0, ,0.0,0.0,29.28,29.93,6.5,9,7.0,41.786,-87.752
1586,1,2011-06-27,81,65,73.0,63,67.0,RA HZ,0.0,0.03,29.08,29.8,6.9,21,10.8,41.995,-87.933
1587,2,2011-06-27,80,67,74.0,64,67.0,RA BR,0.0,0.14,29.15,29.79,6.4,21,9.2,41.786,-87.752
1588,1,2011-06-28,81,63,72.0,54,61.0, ,0.0,0.0,29.28,29.98,9.1,30,9.6,41.995,-87.933
1589,2,2011-06-28,81,65,73.0,53,61.0, ,0.0,0.0,29.34,29.97,7.2,30,8.6,41.786,-87.752
1590,1,2011-06-29,81,59,70.0,56,62.0, ,0.0,0.0,29.35,30.06,3.7,8,5.4,41.995,-87.933
1591,2,2011-06-29,80,63,72.0,55,62.0, ,0.0,0.0,29.41,30.04,3.9,8,5.9,41.786,-87.752
1592,1,2011-06-30,88,60,74.0,62,67.0, ,0.0,0.01,29.28,30.0,8.2,17,9.4,41.995,-87.933
1593,2,2011-06-30,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.0,0.03,29.34,29.99,9.2,16,10.6,41.786,-87.752
1594,1,2011-07-01,89,72,81.0,62,68.0, ,0.0,0.0,29.24,29.96,14.3,18,14.9,41.995,-87.933
1595,2,2011-07-01,89,70,80.0,63,68.0,TS RA,0.0,0.01,29.31,29.95,10.4,18,10.8,41.786,-87.752
