,trap-date,trap,num-sqitos,ERRATICUS,PIPIENS,PIPIENSRESTUANS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,wnv,trap-lat,trap-long
5804,2009-09-17,T114,5,0,0,1,0,0,0,0,0,41.798697,-87.736812
5805,2009-09-17,T128,19,0,1,1,0,0,0,0,0,41.704572,-87.56566600000001
5807,2009-09-17,T135,6,0,1,1,0,0,0,0,0,41.662014,-87.72460799999999
5809,2009-09-17,T138,3,0,1,1,0,0,0,0,0,41.726465000000005,-87.585413
5811,2009-09-17,T144,11,0,0,1,1,0,0,0,0,41.94016,-87.794896
5813,2009-09-17,T145,2,0,0,1,0,0,0,0,0,41.878114000000004,-87.629798
5814,2009-09-17,T147,4,0,1,1,1,0,0,0,0,41.932094,-87.700117
5817,2009-09-17,T148,7,0,0,1,0,0,0,0,0,42.01743,-87.68776899999999
5818,2009-09-17,T151,29,0,1,1,1,0,0,0,0,41.916265,-87.800515
5821,2009-09-17,T152,24,0,1,1,1,0,0,0,0,41.846075,-87.716277
5824,2009-09-17,T155,1,0,1,0,0,0,0,0,0,41.776156,-87.778927
5825,2009-09-17,T158,5,0,0,1,0,0,0,0,0,41.682587,-87.707973
5826,2009-09-17,T159,10,0,0,1,1,0,0,0,0,41.732984,-87.649642
5828,2009-09-17,T160,7,0,1,1,0,0,0,0,0,41.903002,-87.68826700000001
5830,2009-09-17,T200,27,0,1,1,1,0,0,0,0,41.678618,-87.559308
5833,2009-09-17,T209,12,0,1,1,1,0,0,0,0,41.740641,-87.546587
5836,2009-09-17,T212,2,0,1,0,1,0,0,0,0,41.680946,-87.535198
5838,2009-09-17,T218,12,0,0,1,1,0,0,0,0,41.948167,-87.730698
5840,2009-09-17,T220,4,0,0,1,0,0,0,0,0,41.963976,-87.69181
5841,2009-09-17,T221,4,0,0,1,0,0,0,0,0,41.659112,-87.53869300000001
5842,2009-09-17,T222,8,0,0,1,0,0,0,0,0,41.925197999999995,-87.746381
5843,2009-09-17,T223,33,0,1,1,1,0,0,0,0,41.973845000000004,-87.805059
5846,2009-09-17,T224,3,0,0,1,1,0,0,0,0,41.947227000000005,-87.67145699999999
5848,2009-09-17,T225,148,0,0,3,1,0,0,0,0,41.743402,-87.731435
5852,2009-09-17,T227,11,0,1,1,1,0,0,0,0,41.728495,-87.60096300000001
5855,2009-09-17,T228,15,0,0,1,1,0,0,0,0,41.951865999999995,-87.72505699999999
5857,2009-09-17,T229,4,0,0,1,0,0,0,0,0,41.753411,-87.63981700000001
5858,2009-09-17,T230,4,0,1,1,0,0,0,0,0,41.904194,-87.756155
5860,2009-09-17,T900,60,0,1,5,2,0,0,0,0,41.974689,-87.890615
5868,2009-09-17,T903,6,0,0,2,0,0,0,0,0,41.957799,-87.930995
5870,2009-09-25,T002,29,0,1,1,1,0,0,0,0,41.95469,-87.800991
5873,2009-09-25,T003,9,0,1,1,0,0,0,0,0,41.964242,-87.757639
5875,2009-09-25,T008,1,0,0,1,0,0,0,0,0,42.008314,-87.77792099999999
5876,2009-09-25,T009,2,0,0,1,1,0,0,0,0,41.992478000000006,-87.862995
5878,2009-09-25,T011,5,0,0,1,1,0,0,0,0,41.944869,-87.832763
5880,2009-09-25,T012,8,0,0,1,1,0,0,0,0,41.991429,-87.747113
5882,2009-09-25,T013,6,0,0,1,1,0,0,0,1,41.923738,-87.785288
5884,2009-09-25,T016,4,0,1,1,0,0,0,0,0,42.011601,-87.81150600000001
5886,2009-09-25,T017,1,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
5887,2009-09-25,T028,2,0,0,1,0,0,0,0,0,41.986921,-87.689778
5888,2009-09-25,T030,2,0,0,1,0,0,0,0,0,41.899229999999996,-87.716788
5889,2009-09-25,T031,38,0,1,1,1,0,0,0,0,41.801497999999995,-87.763416
5892,2009-09-25,T033,24,0,1,1,0,0,0,0,0,41.906638,-87.701431
5894,2009-09-25,T039,5,0,1,1,0,0,0,0,0,41.911823999999996,-87.726737
5896,2009-09-25,T043,5,0,0,1,0,0,0,0,0,41.857402,-87.694991
5897,2009-09-25,T046,3,0,0,1,0,0,0,0,0,41.891118,-87.65449100000001
5898,2009-09-25,T047,4,0,1,1,1,0,0,0,0,41.868142,-87.696269
5901,2009-09-25,T048,33,0,0,1,1,0,0,0,0,41.867108,-87.654224
5903,2009-09-25,T049,3,0,0,1,0,0,0,0,0,41.896282,-87.655232
5904,2009-09-25,T054,18,0,0,2,2,0,0,0,0,41.921965,-87.632085
5908,2009-09-25,T061,1,0,0,1,0,0,0,0,0,41.801179,-87.679447
5909,2009-09-25,T062,1,0,0,1,0,0,0,0,0,41.800737,-87.71188000000001
5910,2009-09-25,T063,1,0,1,0,0,0,0,0,0,41.82561,-87.726549
5911,2009-09-25,T065,4,0,0,1,0,0,0,0,0,41.778296999999995,-87.752411
5912,2009-09-25,T066,4,0,1,1,0,0,0,0,0,41.77166,-87.703047
5914,2009-09-25,T073,6,0,1,1,0,0,0,0,0,41.773215,-87.60088
5916,2009-09-25,T074,1,0,0,1,0,0,0,0,0,41.822536,-87.66634300000001
5917,2009-09-25,T080,1,0,0,1,0,0,0,0,0,41.754676,-87.612922
5918,2009-09-25,T082,5,0,0,1,0,0,1,0,0,41.803422999999995,-87.642984
5920,2009-09-25,T090,33,0,1,1,0,0,0,0,0,41.868077,-87.666901
5922,2009-09-25,T094,3,0,1,1,0,0,0,0,0,41.720848,-87.666014
5924,2009-09-25,T095,3,0,1,1,0,0,0,0,0,41.704336,-87.70373599999999
5926,2009-09-25,T102,6,0,0,1,0,0,0,0,0,41.750498,-87.605294
5927,2009-09-25,T114,1,0,0,1,0,0,0,0,0,41.798697,-87.736812
5928,2009-09-25,T115,6,0,1,1,0,1,0,0,0,41.673408,-87.599862
5931,2009-09-25,T128,1,0,1,0,0,0,0,0,0,41.704572,-87.56566600000001
5932,2009-09-25,T135,5,0,0,1,0,0,0,0,0,41.662014,-87.72460799999999
5933,2009-09-25,T138,3,0,0,1,0,0,0,0,0,41.726465000000005,-87.585413
5934,2009-09-25,T144,10,0,0,1,0,0,0,0,0,41.94016,-87.794896
5935,2009-09-25,T147,6,0,0,1,0,0,0,0,0,41.932094,-87.700117
5936,2009-09-25,T148,4,0,0,1,0,0,0,0,0,42.01743,-87.68776899999999
5937,2009-09-25,T151,18,0,1,1,0,0,0,0,0,41.916265,-87.800515
5939,2009-09-25,T152,10,0,1,1,0,0,0,0,0,41.846075,-87.716277
5941,2009-09-25,T153,3,0,0,1,0,0,0,0,0,41.907645,-87.760886
5942,2009-09-25,T155,4,0,1,1,0,0,0,0,0,41.776156,-87.778927
5944,2009-09-25,T158,3,0,0,1,0,0,0,0,0,41.682587,-87.707973
5945,2009-09-25,T159,9,0,0,1,1,0,0,0,0,41.732984,-87.649642
5947,2009-09-25,T160,16,0,1,1,1,0,0,0,0,41.903002,-87.68826700000001
5950,2009-09-25,T200,26,0,1,1,1,0,0,0,0,41.678618,-87.559308
5953,2009-09-25,T209,3,0,0,1,0,0,0,0,0,41.740641,-87.546587
5954,2009-09-25,T212,2,0,0,1,0,0,0,0,0,41.680946,-87.535198
5955,2009-09-25,T218,13,0,1,1,0,0,0,0,0,41.948167,-87.730698
5957,2009-09-25,T220,65,0,1,1,1,0,0,0,0,41.963976,-87.69181
5960,2009-09-25,T221,8,0,1,1,0,0,0,0,0,41.659112,-87.53869300000001
5962,2009-09-25,T222,16,0,1,1,1,0,0,0,0,41.925197999999995,-87.746381
5965,2009-09-25,T223,46,0,1,1,1,0,0,0,0,41.973845000000004,-87.805059
5968,2009-09-25,T224,1,0,0,1,0,0,0,0,0,41.947227000000005,-87.67145699999999
5969,2009-09-25,T225,85,0,1,2,1,0,0,0,0,41.743402,-87.731435
5973,2009-09-25,T227,6,0,1,1,0,0,0,0,0,41.728495,-87.60096300000001
5975,2009-09-25,T228,10,0,1,1,0,0,0,0,0,41.951865999999995,-87.72505699999999
5977,2009-09-25,T229,3,0,0,1,0,0,0,0,0,41.753411,-87.63981700000001
5978,2009-09-25,T230,2,0,0,1,0,0,0,0,0,41.904194,-87.756155
5979,2009-09-25,T900,40,0,4,7,2,0,0,0,0,41.974689,-87.890615
5992,2009-09-25,T903,6,0,1,1,1,0,0,0,0,41.957799,-87.930995
5995,2009-10-01,T003,5,0,0,0,1,0,0,0,0,41.964242,-87.757639
5996,2009-10-01,T008,1,0,0,1,0,0,0,0,0,42.008314,-87.77792099999999
5997,2009-10-01,T009,2,0,0,1,0,0,0,0,0,41.992478000000006,-87.862995
5998,2009-10-01,T011,2,0,0,1,0,0,0,0,0,41.944869,-87.832763
5999,2009-10-01,T013,18,0,1,1,1,0,0,0,0,41.923738,-87.785288
6002,2009-10-01,T018,2,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
6004,2009-10-01,T031,2,0,0,1,1,0,0,0,0,41.801497999999995,-87.763416
6006,2009-10-01,T039,1,0,0,0,1,0,0,0,0,41.911823999999996,-87.726737
6007,2009-10-01,T043,1,0,1,0,0,0,0,0,0,41.857402,-87.694991
6008,2009-10-01,T046,2,0,1,0,0,0,0,0,0,41.891118,-87.65449100000001
6009,2009-10-01,T048,12,0,0,1,1,0,0,0,0,41.867108,-87.654224
6011,2009-10-01,T063,15,0,1,1,1,0,0,0,0,41.82561,-87.726549
6014,2009-10-01,T066,1,0,1,0,0,0,0,0,0,41.77166,-87.703047
6015,2009-10-01,T069,1,0,1,0,0,0,0,0,0,41.768388,-87.678649
6016,2009-10-01,T074,1,0,0,1,0,0,0,0,0,41.822536,-87.66634300000001
6017,2009-10-01,T082,4,0,0,1,1,0,0,0,0,41.803422999999995,-87.642984
6019,2009-10-01,T090,8,0,1,1,1,0,0,0,0,41.868077,-87.666901
6022,2009-10-01,T094,1,0,0,1,0,0,0,0,0,41.720848,-87.666014
6023,2009-10-01,T095,2,0,1,1,0,0,0,0,0,41.704336,-87.70373599999999
6025,2009-10-01,T102,5,0,1,1,1,0,0,0,0,41.750498,-87.605294
6028,2009-10-01,T115,5,0,0,1,0,0,0,0,0,41.673408,-87.599862
6029,2009-10-01,T128,16,0,1,1,1,0,0,0,0,41.704572,-87.56566600000001
6032,2009-10-01,T138,3,0,0,0,1,0,0,0,0,41.726465000000005,-87.585413
6033,2009-10-01,T144,7,0,0,1,1,0,0,0,0,41.94016,-87.794896
6035,2009-10-01,T151,2,0,0,1,0,0,0,0,0,41.916265,-87.800515
6036,2009-10-01,T152,1,0,0,0,1,0,0,0,0,41.846075,-87.716277
6037,2009-10-01,T158,8,0,0,1,1,0,0,0,0,41.682587,-87.707973
6039,2009-10-01,T160,3,0,0,1,1,0,0,0,0,41.903002,-87.68826700000001
6041,2009-10-01,T200,10,0,1,1,1,0,0,1,0,41.678618,-87.559308
6045,2009-10-01,T222,1,0,0,1,0,0,0,0,0,41.925197999999995,-87.746381
6046,2009-10-01,T223,6,0,0,1,0,0,0,0,0,41.973845000000004,-87.805059
6047,2009-10-01,T225,27,0,1,1,1,0,0,0,0,41.743402,-87.731435
6050,2009-10-01,T228,1,0,0,1,0,0,0,0,0,41.951865999999995,-87.72505699999999
6051,2009-10-01,T229,1,0,0,1,0,0,0,0,0,41.753411,-87.63981700000001
6052,2009-10-01,T230,1,0,0,0,0,0,0,1,0,41.904194,-87.756155
6053,2009-10-01,T900,17,0,1,3,1,0,0,0,0,41.974689,-87.890615
6058,2009-10-01,T903,17,0,1,1,0,0,0,0,0,41.957799,-87.930995
6060,2011-06-10,T003,3,0,0,1,0,0,0,0,0,41.964242,-87.757639
6061,2011-06-10,T013,2,0,0,1,1,0,0,0,0,41.923738,-87.785288
6063,2011-06-10,T017,2,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
6064,2011-06-10,T018,7,0,0,0,1,1,0,1,0,42.010412,-87.66214000000001
6067,2011-06-10,T027,3,0,0,0,1,1,0,1,0,41.984809000000006,-87.728492
6070,2011-06-10,T028,1,0,0,1,0,0,0,0,0,41.986921,-87.689778
6071,2011-06-10,T031,16,0,0,1,1,0,0,1,0,41.801497999999995,-87.763416
6074,2011-06-10,T047,35,0,0,1,1,0,0,1,0,41.868142,-87.696269
6077,2011-06-10,T049,1,0,0,0,0,0,0,1,0,41.896282,-87.655232
6078,2011-06-10,T066,8,0,0,1,1,0,0,0,0,41.77166,-87.703047
6080,2011-06-10,T073,4,0,0,0,1,0,0,0,0,41.773215,-87.60088
6081,2011-06-10,T074,1,0,0,0,1,0,0,0,0,41.822536,-87.66634300000001
6082,2011-06-10,T090,4,0,0,1,1,0,0,0,0,41.868077,-87.666901
6084,2011-06-10,T094,1,0,0,1,0,0,0,0,0,41.720848,-87.666014
6085,2011-06-10,T095,2,0,0,0,1,0,0,0,0,41.704336,-87.70373599999999
6086,2011-06-10,T115,2,0,0,1,0,0,0,0,0,41.673408,-87.599862
6087,2011-06-10,T144,3,0,0,1,0,0,0,0,0,41.94016,-87.794896
6088,2011-06-10,T148,2,0,0,0,1,0,0,0,0,42.01743,-87.68776899999999
6089,2011-06-10,T151,1,0,0,0,1,0,0,0,0,41.916265,-87.800515
6090,2011-06-10,T152,1,0,0,0,0,0,0,1,0,41.846075,-87.716277
6091,2011-06-10,T160,1,0,0,1,0,0,0,0,0,41.903002,-87.68826700000001
6092,2011-06-10,T212,1,0,0,0,1,0,0,0,0,41.680946,-87.535198
6093,2011-06-10,T218,1,0,0,0,1,0,0,0,0,41.948167,-87.730698
6094,2011-06-10,T220,1,0,0,0,0,0,0,1,0,41.963976,-87.69181
6095,2011-06-10,T223,2,0,0,1,0,0,0,0,0,41.973845000000004,-87.805059
6096,2011-06-10,T230,4,0,0,0,1,0,0,0,0,41.904194,-87.756155
6097,2011-06-10,T232,11,0,0,1,1,0,0,0,0,41.912563,-87.66805500000001
6099,2011-06-10,T900,308,0,2,6,12,1,0,1,0,41.974689,-87.890615
6121,2011-06-10,T903,1,0,1,0,0,0,0,0,0,41.957799,-87.930995
6122,2011-06-17,T002,14,0,0,1,0,0,0,0,0,41.95469,-87.800991
6123,2011-06-17,T003,3,0,0,1,0,0,0,0,0,41.964242,-87.757639
6124,2011-06-17,T008,54,0,0,1,1,0,0,0,0,42.008314,-87.77792099999999
6126,2011-06-17,T009,13,0,0,1,1,0,0,0,0,41.992478000000006,-87.862995
6128,2011-06-17,T011,2,0,0,0,1,0,0,0,0,41.944869,-87.832763
6129,2011-06-17,T013,5,0,0,1,1,0,0,0,0,41.923738,-87.785288
6131,2011-06-17,T017,3,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
6132,2011-06-17,T027,30,0,0,1,1,0,0,1,0,41.984809000000006,-87.728492
6135,2011-06-17,T028,9,0,0,0,1,0,0,0,0,41.986921,-87.689778
6136,2011-06-17,T031,12,0,0,1,1,0,0,0,0,41.801497999999995,-87.763416
6138,2011-06-17,T035,7,0,0,1,1,0,0,0,0,41.763733,-87.742302
6140,2011-06-17,T039,6,0,0,1,1,0,0,0,0,41.911823999999996,-87.726737
6142,2011-06-17,T046,2,0,0,1,0,0,0,0,0,41.891118,-87.65449100000001
6143,2011-06-17,T047,37,0,0,1,1,0,0,0,0,41.868142,-87.696269
6145,2011-06-17,T048,13,0,0,1,1,0,0,0,0,41.867108,-87.654224
6147,2011-06-17,T054,28,0,0,2,1,0,0,0,0,41.921965,-87.632085
6150,2011-06-17,T061,8,0,0,1,1,0,0,0,0,41.801179,-87.679447
6152,2011-06-17,T063,15,0,0,0,1,0,0,0,0,41.82561,-87.726549
6153,2011-06-17,T065,7,0,0,1,0,0,0,0,0,41.778296999999995,-87.752411
6154,2011-06-17,T066,3,0,0,0,1,0,0,0,0,41.77166,-87.703047
6155,2011-06-17,T069,1,0,0,1,0,0,0,0,0,41.768388,-87.678649
6156,2011-06-17,T073,4,0,0,1,1,0,0,0,0,41.773215,-87.60088
6158,2011-06-17,T074,3,0,0,0,1,0,0,0,0,41.822536,-87.66634300000001
6159,2011-06-17,T079,1,0,0,0,1,0,0,0,0,41.766202,-87.562889
6160,2011-06-17,T080,4,0,0,1,1,0,0,0,0,41.754676,-87.612922
6162,2011-06-17,T082,1,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
6163,2011-06-17,T090,10,0,0,1,1,0,0,0,0,41.868077,-87.666901
6165,2011-06-17,T094,2,0,0,0,1,0,0,0,0,41.720848,-87.666014
6166,2011-06-17,T095,4,0,0,0,1,0,0,0,0,41.704336,-87.70373599999999
6167,2011-06-17,T114,60,0,0,1,1,0,0,0,0,41.798697,-87.736812
6169,2011-06-17,T115,39,0,1,1,1,0,0,0,0,41.673408,-87.599862
6172,2011-06-17,T128,4,0,0,1,1,0,0,0,0,41.704572,-87.56566600000001
6174,2011-06-17,T135,67,0,0,1,1,0,0,0,0,41.662014,-87.72460799999999
6176,2011-06-17,T138,3,0,0,0,1,0,0,0,0,41.726465000000005,-87.585413
6177,2011-06-17,T144,8,0,0,1,1,0,0,0,0,41.94016,-87.794896
6179,2011-06-17,T145,2,0,0,0,1,0,0,0,0,41.878114000000004,-87.629798
6180,2011-06-17,T147,6,0,0,1,1,1,0,0,0,41.932094,-87.700117
6183,2011-06-17,T148,2,0,0,0,1,0,0,0,0,42.01743,-87.68776899999999
6184,2011-06-17,T151,27,0,0,1,1,0,0,0,0,41.916265,-87.800515
6186,2011-06-17,T152,2,0,0,1,1,0,0,0,0,41.846075,-87.716277
6188,2011-06-17,T155,1,0,0,1,0,0,0,0,0,41.776156,-87.778927
6189,2011-06-17,T159,7,0,0,0,1,0,0,0,0,41.732984,-87.649642
6190,2011-06-17,T200,6,0,0,1,1,0,0,0,0,41.678618,-87.559308
6192,2011-06-17,T212,12,0,0,1,1,0,0,1,0,41.680946,-87.535198
6195,2011-06-17,T218,17,0,0,1,1,0,0,0,0,41.948167,-87.730698
6197,2011-06-17,T220,2,0,0,1,0,0,0,0,0,41.963976,-87.69181
6198,2011-06-17,T221,3,0,0,1,1,0,0,0,0,41.659112,-87.53869300000001
6200,2011-06-17,T222,4,0,0,1,1,0,0,0,0,41.925197999999995,-87.746381
6202,2011-06-17,T223,33,0,0,0,1,0,0,0,0,41.973845000000004,-87.805059
6203,2011-06-17,T224,7,0,0,1,1,0,0,0,0,41.947227000000005,-87.67145699999999
6205,2011-06-17,T225,1,0,0,0,1,0,0,0,0,41.743402,-87.731435
6206,2011-06-17,T226,3,0,0,0,1,0,0,0,0,41.793818,-87.654234
6207,2011-06-17,T230,26,0,0,1,1,0,0,0,0,41.904194,-87.756155
6209,2011-06-17,T231,1,0,0,1,0,0,0,0,0,41.98728,-87.666066
6210,2011-06-17,T232,6,0,0,1,1,0,0,0,0,41.912563,-87.66805500000001
6212,2011-06-17,T235,3,0,0,1,0,0,0,0,0,41.776428,-87.627096
6213,2011-06-17,T900,162,0,1,2,8,3,0,0,0,41.974689,-87.890615
6227,2011-06-17,T903,15,0,0,1,1,0,0,0,0,41.957799,-87.930995
6229,2011-06-24,T002,9,0,0,1,1,0,0,0,0,41.95469,-87.800991
6231,2011-06-24,T003,11,0,0,1,1,0,0,0,0,41.964242,-87.757639
6233,2011-06-24,T008,153,0,0,2,2,1,0,0,0,42.008314,-87.77792099999999
6238,2011-06-24,T009,1,0,0,1,0,0,0,0,0,41.992478000000006,-87.862995
6239,2011-06-24,T011,18,0,0,1,1,1,0,0,0,41.944869,-87.832763
6242,2011-06-24,T013,1,0,0,0,1,0,0,0,0,41.923738,-87.785288
6243,2011-06-24,T017,1,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
6244,2011-06-24,T027,1,0,0,0,1,0,0,0,0,41.984809000000006,-87.728492
6245,2011-06-24,T028,34,0,0,1,1,0,0,0,0,41.986921,-87.689778
6247,2011-06-24,T033,18,0,0,1,1,0,0,0,0,41.906638,-87.701431
6249,2011-06-24,T035,3,0,0,1,0,0,0,0,0,41.763733,-87.742302
6250,2011-06-24,T039,1,0,0,1,0,0,0,0,0,41.911823999999996,-87.726737
6251,2011-06-24,T047,34,0,0,1,1,0,0,0,0,41.868142,-87.696269
6253,2011-06-24,T054,51,0,0,1,2,0,0,1,0,41.921965,-87.632085
6257,2011-06-24,T061,1,0,0,1,0,0,0,0,0,41.801179,-87.679447
6258,2011-06-24,T062,1,0,0,0,1,0,0,0,0,41.800737,-87.71188000000001
6259,2011-06-24,T063,7,0,0,1,1,0,0,0,0,41.82561,-87.726549
6261,2011-06-24,T065,1,0,0,0,1,0,0,0,0,41.778296999999995,-87.752411
6262,2011-06-24,T066,1,0,0,0,1,0,0,0,0,41.77166,-87.703047
6263,2011-06-24,T069,1,0,0,0,1,0,0,0,0,41.768388,-87.678649
6264,2011-06-24,T073,26,0,0,1,1,0,0,0,0,41.773215,-87.60088
6266,2011-06-24,T074,8,0,0,0,1,0,0,0,0,41.822536,-87.66634300000001
6267,2011-06-24,T077,2,0,0,0,1,0,0,0,0,41.778748,-87.586427
6268,2011-06-24,T080,7,0,0,1,1,0,0,0,0,41.754676,-87.612922
6270,2011-06-24,T081,1,0,0,1,0,0,0,0,0,41.821582,-87.62779599999999
6271,2011-06-24,T082,8,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
6272,2011-06-24,T089,5,0,0,1,1,0,0,0,0,41.723195000000004,-87.64997
6274,2011-06-24,T095,2,0,0,1,1,0,0,0,0,41.704336,-87.70373599999999
6276,2011-06-24,T114,39,0,0,1,1,0,0,0,0,41.798697,-87.736812
6278,2011-06-24,T115,76,0,0,1,1,0,0,0,0,41.673408,-87.599862
6280,2011-06-24,T128,6,0,0,1,1,0,0,0,0,41.704572,-87.56566600000001
6282,2011-06-24,T135,1,0,0,0,1,0,0,0,0,41.662014,-87.72460799999999
6283,2011-06-24,T138,1,0,0,0,1,0,0,0,0,41.726465000000005,-87.585413
6284,2011-06-24,T144,20,0,0,1,1,0,0,0,0,41.94016,-87.794896
6286,2011-06-24,T145,3,0,0,1,1,0,0,0,0,41.878114000000004,-87.629798
6288,2011-06-24,T151,4,0,0,0,1,0,0,0,0,41.916265,-87.800515
6289,2011-06-24,T152,7,0,0,0,1,0,0,0,0,41.846075,-87.716277
6290,2011-06-24,T155,5,0,0,1,1,0,0,0,0,41.776156,-87.778927
6292,2011-06-24,T158,2,0,0,0,1,0,0,0,0,41.682587,-87.707973
6293,2011-06-24,T159,1,0,0,1,0,0,0,0,0,41.732984,-87.649642
6294,2011-06-24,T160,4,0,0,1,1,0,0,0,0,41.903002,-87.68826700000001
6296,2011-06-24,T200,65,0,0,1,1,0,0,0,0,41.678618,-87.559308
6298,2011-06-24,T218,3,0,0,0,1,0,0,0,0,41.948167,-87.730698
6299,2011-06-24,T220,8,0,0,1,1,0,0,0,0,41.963976,-87.69181
6301,2011-06-24,T221,1,0,0,0,1,0,0,0,0,41.659112,-87.53869300000001
6302,2011-06-24,T224,6,0,0,0,1,0,0,0,0,41.947227000000005,-87.67145699999999
6303,2011-06-24,T226,35,0,0,1,1,0,0,0,0,41.793818,-87.654234
6305,2011-06-24,T227,1,0,0,0,1,0,0,0,0,41.728495,-87.60096300000001
6306,2011-06-24,T230,3,0,0,1,0,0,0,0,0,41.904194,-87.756155
6307,2011-06-24,T232,7,0,0,1,0,0,0,0,0,41.912563,-87.66805500000001
6308,2011-06-24,T235,11,0,0,1,1,0,0,0,0,41.776428,-87.627096
6310,2011-06-24,T900,130,0,2,3,5,0,0,0,0,41.974689,-87.890615
6320,2011-06-30,T002,35,0,0,1,1,0,0,0,0,41.95469,-87.800991
6322,2011-06-30,T003,2,0,0,1,1,0,0,0,0,41.964242,-87.757639
6324,2011-06-30,T008,19,0,0,1,0,0,0,0,0,42.008314,-87.77792099999999
6325,2011-06-30,T009,3,0,0,1,0,0,0,0,0,41.992478000000006,-87.862995
6326,2011-06-30,T011,73,0,0,2,0,0,0,0,0,41.944869,-87.832763
6328,2011-06-30,T012,1,0,0,1,0,0,0,0,0,41.991429,-87.747113
6329,2011-06-30,T027,11,0,0,1,1,0,0,1,0,41.984809000000006,-87.728492
6332,2011-06-30,T028,2,0,0,0,1,0,0,0,0,41.986921,-87.689778
6333,2011-06-30,T031,3,0,0,1,0,0,0,1,0,41.801497999999995,-87.763416
6335,2011-06-30,T033,1,0,0,1,0,0,0,0,0,41.906638,-87.701431
6336,2011-06-30,T039,1,0,0,0,1,0,0,0,0,41.911823999999996,-87.726737
6337,2011-06-30,T046,10,0,0,1,0,0,0,0,0,41.891118,-87.65449100000001
6338,2011-06-30,T047,35,0,0,1,1,0,0,0,0,41.868142,-87.696269
6340,2011-06-30,T048,34,0,0,1,1,0,0,0,0,41.867108,-87.654224
6342,2011-06-30,T054,15,0,0,1,0,0,0,0,0,41.921965,-87.632085
6343,2011-06-30,T063,19,0,0,1,1,0,0,0,0,41.82561,-87.726549
6345,2011-06-30,T065,30,0,0,1,1,0,0,0,0,41.778296999999995,-87.752411
6347,2011-06-30,T073,2,0,0,0,1,0,0,0,0,41.773215,-87.60088
6348,2011-06-30,T074,2,0,0,1,1,0,0,0,0,41.822536,-87.66634300000001
6350,2011-06-30,T079,2,0,0,0,1,0,0,1,0,41.766202,-87.562889
6352,2011-06-30,T080,2,0,0,1,1,0,0,0,0,41.754676,-87.612922
6354,2011-06-30,T081,4,0,0,1,1,0,0,0,0,41.821582,-87.62779599999999
6356,2011-06-30,T082,5,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
6357,2011-06-30,T083,1,0,0,0,1,0,0,0,0,41.754292,-87.590773
6358,2011-06-30,T089,6,0,0,1,1,0,0,0,0,41.723195000000004,-87.64997
6360,2011-06-30,T090,98,0,1,3,1,0,0,0,0,41.868077,-87.666901
6365,2011-06-30,T094,43,0,0,1,1,0,0,1,0,41.720848,-87.666014
6368,2011-06-30,T095,101,0,0,1,2,0,0,0,0,41.704336,-87.70373599999999
6371,2011-06-30,T114,135,0,0,2,2,0,0,1,0,41.798697,-87.736812
6376,2011-06-30,T115,140,0,0,2,1,1,0,0,0,41.673408,-87.599862
6380,2011-06-30,T128,10,0,0,1,1,0,0,0,0,41.704572,-87.56566600000001
6382,2011-06-30,T135,15,0,0,1,1,0,0,1,0,41.662014,-87.72460799999999
6385,2011-06-30,T145,1,0,0,1,0,0,0,0,0,41.878114000000004,-87.629798
6386,2011-06-30,T147,14,0,0,1,1,0,0,0,0,41.932094,-87.700117
6388,2011-06-30,T148,1,0,0,0,1,0,0,0,0,42.01743,-87.68776899999999
6389,2011-06-30,T151,51,0,0,1,1,0,0,0,0,41.916265,-87.800515
6391,2011-06-30,T152,11,0,0,1,1,0,0,0,0,41.846075,-87.716277
6393,2011-06-30,T155,2,0,0,0,0,0,0,1,0,41.776156,-87.778927
6394,2011-06-30,T158,3,0,0,0,1,0,0,0,0,41.682587,-87.707973
6395,2011-06-30,T159,5,0,0,1,1,0,0,0,0,41.732984,-87.649642
6397,2011-06-30,T160,9,0,0,0,1,0,0,1,0,41.903002,-87.68826700000001
6399,2011-06-30,T200,2,0,0,0,1,0,0,0,0,41.678618,-87.559308
6400,2011-06-30,T218,2,0,0,0,1,0,0,0,0,41.948167,-87.730698
6401,2011-06-30,T221,1,0,0,0,1,0,0,0,0,41.659112,-87.53869300000001
6402,2011-06-30,T222,1,0,0,0,0,0,0,1,0,41.925197999999995,-87.746381
6403,2011-06-30,T224,6,0,0,1,1,0,0,0,0,41.947227000000005,-87.67145699999999
6405,2011-06-30,T225,2,0,0,0,1,0,0,0,0,41.743402,-87.731435
6406,2011-06-30,T226,55,0,0,1,1,0,0,0,0,41.793818,-87.654234
6408,2011-06-30,T227,4,0,0,1,1,0,0,0,0,41.728495,-87.60096300000001
6410,2011-06-30,T230,1,0,0,0,1,0,0,0,0,41.904194,-87.756155
6411,2011-06-30,T232,5,0,0,0,1,0,0,0,0,41.912563,-87.66805500000001
